,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
0,5-LOX activating protein,peptide,['alox5ap'],,,,,inferred from Human
1,ACTH,peptide,"['pomca', 'pomcb']",,,,,inferred from Mouse
2,BAFF,peptide,['tnfsf13b'],,,,,inferred from Human
3,BDNF,peptide,['bdnf'],,,,,inferred from Human
4,BMP-10,peptide,"['bmp10', 'bmp10l']",,,,,inferred from Human
5,BMP-2,peptide,"['bmp2a', 'bmp2b']",,,,,inferred from Human
6,BMP-4,peptide,['bmp4'],,,,,inferred from Human
7,BMP-5,peptide,['bmp5'],,,,,inferred from Human
8,BMP-6,peptide,['bmp6'],,,,,inferred from Human
9,BMP-7,peptide,"['bmp7a', 'bmp7b']",,,,,inferred from Human
10,BMP-8A,peptide,['bmp8a'],,,,,inferred from Human
11,BMP-8B,peptide,['bmp8a'],,,,,inferred from Human
12,BMP-9,peptide,['gdf2'],,,,,inferred from Human
13,C-type natriuretic peptide,peptide,['nppc'],,,,,inferred from Human
14,C3a,peptide,"['c3b.2', 'c3a.1', 'c3a.6', 'c3a.3', 'c3a.5', 'c3a.2', 'c3b.1', 'c3a.4']",,,,,inferred from Human
15,C5a,peptide,['c5'],,,,,inferred from Human
16,C5a des-Arg,peptide,['c5'],,,,,inferred from Human
17,CCK-33,peptide,"['ccka', 'cckb']",,,,,inferred from Human
18,CCK-39,peptide,"['ccka', 'cckb']",,,,,inferred from Human
19,CCK-4,peptide,"['ccka', 'cckb']",,,,,inferred from Human
20,CCK-58,peptide,"['ccka', 'cckb']",,,,,inferred from Human
21,CCK-8,peptide,"['ccka', 'cckb']",,,,,inferred from Mouse
22,CCL14,peptide,"['ccl38a.5', 'ccl38a.4', 'ccl38.1', 'ccl38.6', 'ccl35.2', 'ccl35.1']",,,,,inferred from Human
23,CCL15,peptide,"['ccl38a.5', 'ccl38a.4', 'ccl38.1', 'ccl38.6', 'ccl35.2', 'ccl35.1']",,,,,inferred from Human
24,CCL18,peptide,"['ccl38a.5', 'ccl38a.4', 'ccl38.1', 'ccl38.6', 'ccl35.2', 'ccl35.1']",,,,,inferred from Human
25,CCL23,peptide,"['ccl38a.5', 'ccl38a.4', 'ccl38.1', 'ccl38.6', 'ccl35.2', 'ccl35.1']",,,,,inferred from Human
26,CCL24,peptide,"['ccl38a.5', 'ccl38a.4', 'ccl38.1', 'ccl38.6', 'ccl35.2', 'ccl35.1']",,,,,inferred from Human
27,CCL27,peptide,"['ccl27a', 'ccl27b']",,,,,inferred from Human
28,CCL28,peptide,"['ccl27a', 'ccl27b']",,,,,inferred from Human
29,CCL3,peptide,"['ccl38a.5', 'ccl38a.4', 'ccl38.1', 'ccl38.6', 'ccl35.2', 'ccl35.1']",,,,,inferred from Human
30,CCL4,peptide,"['ccl38a.5', 'ccl38a.4', 'ccl38.1', 'ccl38.6', 'ccl35.2', 'ccl35.1']",,,,,inferred from Human
31,CLUL1 (52-77),peptide,['clul1'],,,,,inferred from Human
32,CST-17,peptide,['cenps'],,,,,inferred from Human
33,CXCL12α,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
34,CXCL12β,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
35,CXCL12γ,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
36,CXCL12δ,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
37,CXCL12ε,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
38,CXCL12φ,peptide,"['cxcl12a', 'cxcl12b']",,,,,inferred from Human
39,CXCL7,peptide,"['cxcl18b', 'cxcl20', 'CR762483.1']",,,,,inferred from Human
